frame;timestamp;x;y;z;speed;hState;vState;isOnSlope;crouchingOn
1535;42,6988;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1540;42,7826;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1545;42,86629;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1550;42,94801;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1555;43,03228;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1560;43,11613;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1565;43,19967;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1570;43,28374;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1575;43,36523;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1580;43,44978;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1585;43,53255;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1590;43,61482;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1595;43,69995;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1600;43,78034;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1605;43,86417;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1610;43,95005;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1615;44,03222;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1620;44,11546;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1625;44,19985;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1630;44,28106;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1635;44,36423;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1640;44,44929;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1645;44,53038;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1650;44,61462;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1655;44,69841;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1660;44,78138;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1665;44,86364;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1670;44,94825;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1675;45,03072;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1680;45,1163;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1685;45,19794;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1690;45,28142;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1695;45,36492;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1700;45,44829;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1705;45,53249;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1710;45,61453;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1715;45,69994;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1720;45,78276;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1725;45,8653;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1730;45,94909;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1735;46,03214;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1740;46,11653;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1745;46,19345;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1750;46,28059;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1755;46,36519;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1760;46,44805;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1765;46,5322;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1770;46,61695;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1775;46,69839;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1780;46,78201;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1785;46,86602;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1790;46,94699;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1795;47,03059;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1800;47,11649;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1805;47,1988;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1810;47,28219;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1815;47,36612;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1820;47,4483;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1825;47,53232;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1830;47,61422;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1835;47,69986;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1840;47,78209;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1845;47,86538;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1850;47,94738;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1855;48,03268;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1860;48,11668;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1865;48,19999;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1870;48,28186;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1875;48,3662;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1880;48,44815;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1885;48,53223;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1890;48,61636;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1895;48,69712;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1900;48,78173;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1905;48,86432;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1910;48,9502;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1915;49,03184;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1920;49,11355;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1925;49,19761;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1930;49,28141;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1935;49,36526;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1940;49,4484;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1945;49,53145;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1950;49,61464;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1955;49,69957;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1960;49,78027;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1965;49,86419;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1970;49,94783;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1975;50,03278;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1980;50,1166;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1985;50,19701;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1990;50,28081;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
1995;50,36472;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2000;50,44935;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2005;50,53314;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2010;50,61444;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2015;50,69788;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2020;50,78323;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2025;50,86373;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2030;50,94775;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2035;51,0316;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2040;51,11567;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2045;51,19748;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2050;51,28087;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2055;51,36434;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2060;51,44779;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2065;51,53243;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2070;51,61643;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2075;51,69682;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2080;51,78159;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2085;51,86506;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2090;51,95009;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2095;52,03287;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2100;52,11584;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2105;52,20101;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2110;52,28236;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2115;52,36605;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2120;52,44753;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2125;52,53261;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2130;52,61487;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2135;52,69892;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2140;52,78246;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2145;52,86733;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2150;52,94908;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2155;53,03086;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2160;53,11554;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2165;53,19945;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2170;53,28338;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2175;53,36375;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2180;53,44821;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2185;53,53227;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2190;53,61404;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2195;53,69744;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2200;53,78174;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2205;53,86557;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2210;53,95003;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2215;54,03083;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2220;54,11432;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2225;54,19917;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2230;54,28175;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2235;54,36351;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2240;54,44778;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2245;54,532;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2250;54,61556;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2255;54,69919;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2260;54,78113;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2265;54,86443;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2270;54,94904;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2275;55,03267;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2280;55,11455;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2285;55,19979;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2290;55,28028;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2295;55,36415;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2300;55,44827;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2305;55,53208;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2310;55,61662;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2315;55,69708;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2320;55,78129;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2325;55,86597;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2330;55,94751;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2335;56,03151;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2340;56,11615;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2345;56,19891;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2350;56,28281;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2355;56,36711;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2360;56,44933;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2365;56,53104;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2370;56,61468;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2375;56,6992;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2380;56,78042;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2385;56,86539;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2390;56,94918;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2395;57,0315;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2400;57,11389;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2405;57,19806;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2410;57,28162;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2415;57,36602;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2420;57,44687;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2425;57,53043;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2430;57,61451;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2435;57,6981;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2440;57,78239;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2445;57,86444;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2450;57,94851;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2455;58,03173;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2460;58,11668;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2465;58,19834;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2470;58,28272;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2475;58,36479;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2480;58,44828;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2485;58,53217;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2490;58,61626;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2495;58,69689;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2500;58,78141;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2505;58,86625;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2510;58,94812;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2515;59,03162;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2520;59,11646;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2525;59,19751;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2530;59,28147;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2535;59,36594;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2540;59,44678;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2545;59,53212;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2550;59,61674;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2555;59,69766;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2560;59,78296;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2565;59,86557;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2570;59,9483;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2575;60,03241;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2580;60,11613;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2585;60,19918;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2590;60,28316;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2595;60,36663;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2600;60,44712;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2605;60,53086;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2610;60,61487;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2615;60,69924;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2620;60,78344;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2625;60,86417;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2630;60,95041;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2635;61,03206;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2640;61,11623;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2645;61,20031;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2650;61,28218;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2655;61,36551;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2660;61,44756;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2665;61,53117;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2670;61,61474;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2675;61,6991;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2680;61,78316;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2685;61,86445;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2690;61,94799;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2695;62,03349;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2700;62,11589;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2705;62,19972;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2710;62,28352;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2715;62,36454;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2720;62,44875;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2725;62,53237;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2730;62,61417;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2735;62,69872;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2740;62,78232;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2745;62,86372;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2750;62,9487;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2755;63,03091;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2760;63,11571;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2765;63,1995;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2770;63,28368;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2775;63,36459;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2780;63,44873;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2785;63,5322;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2790;63,61377;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2795;63,70022;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2800;63,7809;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2805;63,86636;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2810;63,95017;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2815;64,03084;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2820;64,11533;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2825;64,19946;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2830;64,28149;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2835;64,36405;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2840;64,44885;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2845;64,53347;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2850;64,61647;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2855;64,70042;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2860;64,78175;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2865;64,86692;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2870;64,94962;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2875;65,03168;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2880;65,11376;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2885;65,1979;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2890;65,28197;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2895;65,36653;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2900;65,44809;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2905;65,53121;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2910;65,6152;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2915;65,69723;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2920;65,78066;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2925;65,86488;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2930;65,94955;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2935;66,03107;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2940;66,11555;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2945;66,19778;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2950;66,28109;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2955;66,36547;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2960;66,44935;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2965;66,53021;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2970;66,61517;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2975;66,69913;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2980;66,78177;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2985;66,86642;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2990;66,94747;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
2995;67,03098;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
3000;67,1155;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
3005;67,19891;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
3010;67,28179;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
3015;67,36617;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
3020;67,44717;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
3025;67,53148;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
3030;67,61565;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
3035;67,69759;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
3040;67,78082;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
3045;67,86638;0;41,90001;-48,00519;0;PlayerIdleState;PlayerGroundedState;True;none
